dir,seg_name,status,matched_signals,fs,n_samples,output_path,error,elapsed_sec
mimic3wdb/1.0/30/3001203,3001203_0053,downloaded,ABP,125.0,194125.0,downloaded_signals\3001203_0053.csv,,10.8
mimic3wdb/1.0/30/3001203,3001203_0056,downloaded,ABP,125.0,125500.0,downloaded_signals\3001203_0056.csv,,9.8
mimic3wdb/1.0/30/3001203,3001203_0058,downloaded,ABP,125.0,136125.0,downloaded_signals\3001203_0058.csv,,9.1
mimic3wdb/1.0/30/3001203,3001203_0060,downloaded,ABP,125.0,1058125.0,downloaded_signals\3001203_0060.csv,,65.0
mimic3wdb/1.0/30/3001203,3001203_0063,downloaded,ABP,125.0,717125.0,downloaded_signals\3001203_0063.csv,,52.0
mimic3wdb/1.0/30/3001203,3001203_0065,downloaded,ABP,125.0,803625.0,downloaded_signals\3001203_0065.csv,,42.6
mimic3wdb/1.0/30/3001203,3001203_0068,downloaded,ABP,125.0,70875.0,downloaded_signals\3001203_0068.csv,,3.3
mimic3wdb/1.0/30/3001203,3001203_0069,downloaded,ABP,125.0,1280625.0,downloaded_signals\3001203_0069.csv,,50.5
mimic3wdb/1.0/30/3001203,3001203_0072,downloaded,ABP,125.0,812625.0,downloaded_signals\3001203_0072.csv,,52.5
mimic3wdb/1.0/30/3001203,3001203_0073,downloaded,ABP,125.0,375000.0,downloaded_signals\3001203_0073.csv,,15.6
mimic3wdb/1.0/30/3001203,3001203_0076,downloaded,ABP,125.0,219750.0,downloaded_signals\3001203_0076.csv,,9.5
mimic3wdb/1.0/30/3001203,3001203_0079,downloaded,ABP,125.0,267625.0,downloaded_signals\3001203_0079.csv,,12.1
mimic3wdb/1.0/30/3001203,3001203_0080,downloaded,ABP,125.0,322250.0,downloaded_signals\3001203_0080.csv,,8.6
mimic3wdb/1.0/30/3001221,3001221_0002,downloaded,ABP,125.0,111625.0,downloaded_signals\3001221_0002.csv,,1.9
mimic3wdb/1.0/30/3001221,3001221_0004,downloaded,ABP,125.0,288750.0,downloaded_signals\3001221_0004.csv,,3.8
mimic3wdb/1.0/30/3001262,3001262_0008,downloaded,ABP,125.0,519552.0,downloaded_signals\3001262_0008.csv,,6.0
mimic3wdb/1.0/30/3001262,3001262_0009,downloaded,ABP,125.0,1259264.0,downloaded_signals\3001262_0009.csv,,33.0
mimic3wdb/1.0/30/3001262,3001262_0010,downloaded,ABP,125.0,5140102.0,downloaded_signals\3001262_0010.csv,,88.1
mimic3wdb/1.0/30/3001262,3001262_0012,downloaded,ABP,125.0,2241250.0,downloaded_signals\3001262_0012.csv,,52.8
mimic3wdb/1.0/30/3001262,3001262_0013,downloaded,ABP,125.0,47125.0,downloaded_signals\3001262_0013.csv,,1.3
mimic3wdb/1.0/30/3001262,3001262_0015,downloaded,ABP,125.0,541835.0,downloaded_signals\3001262_0015.csv,,12.4
mimic3wdb/1.0/30/3001262,3001262_0017,downloaded,ABP,125.0,7198625.0,downloaded_signals\3001262_0017.csv,,110.2
mimic3wdb/1.0/30/3001262,3001262_0021,downloaded,ABP,125.0,4497375.0,downloaded_signals\3001262_0021.csv,,65.6
mimic3wdb/1.0/30/3001262,3001262_0024,downloaded,ABP,125.0,149500.0,downloaded_signals\3001262_0024.csv,,2.7
mimic3wdb/1.0/30/3001262,3001262_0031,downloaded,ABP,125.0,81875.0,downloaded_signals\3001262_0031.csv,,1.7
mimic3wdb/1.0/30/3001281,3001281_0003,downloaded,ABP,125.0,2504585.0,downloaded_signals\3001281_0003.csv,,32.5
mimic3wdb/1.0/30/3001281,3001281_0004,downloaded,ABP,125.0,82500.0,downloaded_signals\3001281_0004.csv,,1.4
mimic3wdb/1.0/30/3001360,3001360_0003,downloaded,ABP,125.0,138500.0,downloaded_signals\3001360_0003.csv,,2.7
mimic3wdb/1.0/30/3001360,3001360_0004,downloaded,ABP,125.0,1337250.0,downloaded_signals\3001360_0004.csv,,18.1
mimic3wdb/1.0/30/3001360,3001360_0006,downloaded,ABP,125.0,4767000.0,downloaded_signals\3001360_0006.csv,,75.0
mimic3wdb/1.0/30/3001360,3001360_0008,downloaded,ABP,125.0,1518375.0,downloaded_signals\3001360_0008.csv,,18.3
mimic3wdb/1.0/30/3001360,3001360_0009,downloaded,ABP,125.0,5165625.0,downloaded_signals\3001360_0009.csv,,107.8
mimic3wdb/1.0/30/3001469,3001469_0013,downloaded,ABP,125.0,313504.0,downloaded_signals\3001469_0013.csv,,6.6
mimic3wdb/1.0/30/3001469,3001469_0014,downloaded,ABP,125.0,1827871.0,downloaded_signals\3001469_0014.csv,,33.9
mimic3wdb/1.0/30/3001469,3001469_0016,downloaded,ABP,125.0,4419625.0,downloaded_signals\3001469_0016.csv,,70.2
mimic3wdb/1.0/30/3001469,3001469_0018,downloaded,ABP,125.0,441625.0,downloaded_signals\3001469_0018.csv,,13.5
mimic3wdb/1.0/30/3001469,3001469_0020,downloaded,ABP,125.0,3865000.0,downloaded_signals\3001469_0020.csv,,53.5
mimic3wdb/1.0/30/3001469,3001469_0024,downloaded,ABP,125.0,144000.0,downloaded_signals\3001469_0024.csv,,2.7
mimic3wdb/1.0/30/3001551,3001551_0022,downloaded,ABP,125.0,135875.0,downloaded_signals\3001551_0022.csv,,7.5
mimic3wdb/1.0/30/3001551,3001551_0024,downloaded,ABP,125.0,84250.0,downloaded_signals\3001551_0024.csv,,4.8
mimic3wdb/1.0/30/3001551,3001551_0028,downloaded,ABP,125.0,337500.0,downloaded_signals\3001551_0028.csv,,17.7
mimic3wdb/1.0/30/3001551,3001551_0030,downloaded,ABP,125.0,1347375.0,downloaded_signals\3001551_0030.csv,,95.0
mimic3wdb/1.0/30/3001554,3001554_0004,downloaded,ABP,125.0,1255250.0,downloaded_signals\3001554_0004.csv,,70.1
mimic3wdb/1.0/30/3001554,3001554_0006,timeout_skipped,,,,,"exceeded 300s timeout, ignored",>300
mimic3wdb/1.0/30/3001557,3001557_0003,downloaded,ABP,125.0,225000.0,downloaded_signals\3001557_0003.csv,,2.6
mimic3wdb/1.0/30/3001557,3001557_0004,downloaded,ABP,125.0,292500.0,downloaded_signals\3001557_0004.csv,,3.1
mimic3wdb/1.0/30/3001557,3001557_0005,downloaded,ABP,125.0,3474262.0,downloaded_signals\3001557_0005.csv,,48.3
mimic3wdb/1.0/30/3001557,3001557_0012,downloaded,ABP,125.0,675460.0,downloaded_signals\3001557_0012.csv,,16.0
mimic3wdb/1.0/30/3001557,3001557_0013,downloaded,ABP,125.0,1421238.0,downloaded_signals\3001557_0013.csv,,20.0
mimic3wdb/1.0/30/3001557,3001557_0017,downloaded,ABP,125.0,340710.0,downloaded_signals\3001557_0017.csv,,4.8
mimic3wdb/1.0/30/3001557,3001557_0031,downloaded,ABP,125.0,1705002.0,downloaded_signals\3001557_0031.csv,,33.5
mimic3wdb/1.0/30/3001570,3001570_0002,downloaded,ABP,125.0,1939886.0,downloaded_signals\3001570_0002.csv,,26.9
mimic3wdb/1.0/30/3001570,3001570_0003,downloaded,ABP,125.0,843739.0,downloaded_signals\3001570_0003.csv,,8.9
mimic3wdb/1.0/30/3001637,3001637_0008,downloaded,ABP,125.0,101760.0,downloaded_signals\3001637_0008.csv,,2.0
mimic3wdb/1.0/30/3001637,3001637_0010,downloaded,ABP,125.0,130944.0,downloaded_signals\3001637_0010.csv,,2.3
mimic3wdb/1.0/30/3001637,3001637_0011,downloaded,ABP,125.0,1197312.0,downloaded_signals\3001637_0011.csv,,25.4
mimic3wdb/1.0/30/3001637,3001637_0012,downloaded,ABP,125.0,93056.0,downloaded_signals\3001637_0012.csv,,2.1
mimic3wdb/1.0/30/3001637,3001637_0015,downloaded,ABP,125.0,191488.0,downloaded_signals\3001637_0015.csv,,7.5
mimic3wdb/1.0/30/3001637,3001637_0016,downloaded,ABP,125.0,358144.0,downloaded_signals\3001637_0016.csv,,8.2
mimic3wdb/1.0/30/3001637,3001637_0017,downloaded,ABP,125.0,4813943.0,downloaded_signals\3001637_0017.csv,,86.8
mimic3wdb/1.0/30/3001637,3001637_0019,downloaded,ABP,125.0,1044625.0,downloaded_signals\3001637_0019.csv,,14.2
mimic3wdb/1.0/30/3001637,3001637_0021,downloaded,ABP,125.0,2103500.0,downloaded_signals\3001637_0021.csv,,45.1
mimic3wdb/1.0/30/3001637,3001637_0023,downloaded,ABP,125.0,87474.0,downloaded_signals\3001637_0023.csv,,2.7
mimic3wdb/1.0/30/3001637,3001637_0030,downloaded,ABP,125.0,49375.0,downloaded_signals\3001637_0030.csv,,1.9
mimic3wdb/1.0/30/3001637,3001637_0034,downloaded,ABP,125.0,200375.0,downloaded_signals\3001637_0034.csv,,4.8
mimic3wdb/1.0/30/3001689,3001689_0001,downloaded,ABP,125.0,12510000.0,downloaded_signals\3001689_0001.csv,,180.2
mimic3wdb/1.0/30/3001772,3001772_0007,downloaded,ART,125.0,3219750.0,downloaded_signals\3001772_0007.csv,,41.1
mimic3wdb/1.0/30/3001810,3001810_0002,downloaded,ABP,125.0,5946750.0,downloaded_signals\3001810_0002.csv,,63.1
mimic3wdb/1.0/30/3001912,3001912_0005,downloaded,ABP,125.0,632625.0,downloaded_signals\3001912_0005.csv,,42.4
mimic3wdb/1.0/30/3001912,3001912_0006,downloaded,ABP,125.0,55375.0,downloaded_signals\3001912_0006.csv,,4.8
mimic3wdb/1.0/30/3001912,3001912_0007,downloaded,ABP,125.0,853625.0,downloaded_signals\3001912_0007.csv,,75.6
mimic3wdb/1.0/30/3001912,3001912_0009,downloaded,ABP,125.0,168750.0,downloaded_signals\3001912_0009.csv,,9.1
mimic3wdb/1.0/30/3001912,3001912_0012,downloaded,ABP,125.0,1458625.0,downloaded_signals\3001912_0012.csv,,71.5
mimic3wdb/1.0/30/3001920,3001920_0014,downloaded,ABP,125.0,351232.0,downloaded_signals\3001920_0014.csv,,5.3
mimic3wdb/1.0/30/3001920,3001920_0015,downloaded,ABP,125.0,426616.0,downloaded_signals\3001920_0015.csv,,5.6
mimic3wdb/1.0/30/3001920,3001920_0019,downloaded,ABP,125.0,38981.0,downloaded_signals\3001920_0019.csv,,1.2
mimic3wdb/1.0/30/3001920,3001920_0026,downloaded,ABP,125.0,143484.0,downloaded_signals\3001920_0026.csv,,3.4
mimic3wdb/1.0/30/3001920,3001920_0030,downloaded,ABP,125.0,54012.0,downloaded_signals\3001920_0030.csv,,1.3
mimic3wdb/1.0/30/3001920,3001920_0037,downloaded,ABP,125.0,546076.0,downloaded_signals\3001920_0037.csv,,8.2
mimic3wdb/1.0/30/3001920,3001920_0039,downloaded,ABP,125.0,416000.0,downloaded_signals\3001920_0039.csv,,8.2
mimic3wdb/1.0/30/3001920,3001920_0047,downloaded,ABP,125.0,38288.0,downloaded_signals\3001920_0047.csv,,1.5
mimic3wdb/1.0/30/3001937,3001937_0002,downloaded,ABP,125.0,2712625.0,downloaded_signals\3001937_0002.csv,,177.0
mimic3wdb/1.0/30/3001937,3001937_0005,downloaded,ABP,125.0,1679750.0,downloaded_signals\3001937_0005.csv,,97.3
mimic3wdb/1.0/30/3001937,3001937_0009,timeout_skipped,,,,,"exceeded 300s timeout, ignored",>300
mimic3wdb/1.0/30/3001937,3001937_0012,downloaded,ABP,125.0,931625.0,downloaded_signals\3001937_0012.csv,,54.7
mimic3wdb/1.0/30/3001980,3001980_0015,downloaded,ABP,125.0,5671875.0,downloaded_signals\3001980_0015.csv,,186.5
mimic3wdb/1.0/30/3001980,3001980_0016,downloaded,ABP,125.0,3209125.0,downloaded_signals\3001980_0016.csv,,116.7
mimic3wdb/1.0/30/3001980,3001980_0018,downloaded,ABP,125.0,5686500.0,downloaded_signals\3001980_0018.csv,,178.7
mimic3wdb/1.0/30/3001980,3001980_0019,downloaded,ABP,125.0,224125.0,downloaded_signals\3001980_0019.csv,,10.3
mimic3wdb/1.0/30/3001980,3001980_0020,downloaded,ABP,125.0,2117500.0,downloaded_signals\3001980_0020.csv,,81.2
mimic3wdb/1.0/30/3001980,3001980_0023,downloaded,ABP,125.0,1057750.0,downloaded_signals\3001980_0023.csv,,32.0
mimic3wdb/1.0/30/3001980,3001980_0024,downloaded,ABP,125.0,41750.0,downloaded_signals\3001980_0024.csv,,1.9
mimic3wdb/1.0/30/3002090,3002090_0003,downloaded,ABP,125.0,1183206.0,downloaded_signals\3002090_0003.csv,,15.2
mimic3wdb/1.0/30/3002090,3002090_0004,downloaded,ABP,125.0,285124.0,downloaded_signals\3002090_0004.csv,,4.2
mimic3wdb/1.0/30/3002090,3002090_0006,downloaded,ABP,125.0,465724.0,downloaded_signals\3002090_0006.csv,,6.8
mimic3wdb/1.0/30/3002090,3002090_0007,downloaded,ABP,125.0,1510818.0,downloaded_signals\3002090_0007.csv,,21.0
mimic3wdb/1.0/30/3002090,3002090_0008,downloaded,ABP,125.0,3734075.0,downloaded_signals\3002090_0008.csv,,46.8
mimic3wdb/1.0/30/3002090,3002090_0009,downloaded,ABP,125.0,19773050.0,downloaded_signals\3002090_0009.csv,,242.7
mimic3wdb/1.0/30/3002090,3002090_0010,downloaded,ABP,125.0,650750.0,downloaded_signals\3002090_0010.csv,,7.0
mimic3wdb/1.0/30/3002090,3002090_0011,downloaded,ABP,125.0,2171375.0,downloaded_signals\3002090_0011.csv,,35.6
mimic3wdb/1.0/30/3002094,3002094_0010,downloaded,ABP,125.0,79875.0,downloaded_signals\3002094_0010.csv,,4.5
mimic3wdb/1.0/30/3002094,3002094_0012,timeout_skipped,,,,,"exceeded 300s timeout, ignored",>300
mimic3wdb/1.0/30/3002094,3002094_0015,downloaded,ABP,125.0,1757375.0,downloaded_signals\3002094_0015.csv,,121.4
mimic3wdb/1.0/30/3002094,3002094_0018,downloaded,ABP,125.0,1707500.0,downloaded_signals\3002094_0018.csv,,109.8
mimic3wdb/1.0/30/3002094,3002094_0021,downloaded,ABP,125.0,2226375.0,downloaded_signals\3002094_0021.csv,,129.5
mimic3wdb/1.0/30/3002094,3002094_0023,downloaded,ABP,125.0,690625.0,downloaded_signals\3002094_0023.csv,,37.9
mimic3wdb/1.0/30/3002094,3002094_0026,downloaded,ABP,125.0,1506125.0,downloaded_signals\3002094_0026.csv,,93.6
mimic3wdb/1.0/30/3002094,3002094_0029,downloaded,ABP,125.0,923000.0,downloaded_signals\3002094_0029.csv,,47.8
mimic3wdb/1.0/30/3002151,3002151_0003,downloaded,ABP,125.0,769125.0,downloaded_signals\3002151_0003.csv,,34.3
mimic3wdb/1.0/30/3002151,3002151_0005,timeout_skipped,,,,,"exceeded 300s timeout, ignored",>300
mimic3wdb/1.0/30/3002229,3002229_0022,downloaded,ABP,125.0,325875.0,downloaded_signals\3002229_0022.csv,,5.3
mimic3wdb/1.0/30/3002229,3002229_0026,downloaded,ABP,125.0,1538989.0,downloaded_signals\3002229_0026.csv,,22.3
mimic3wdb/1.0/30/3002229,3002229_0027,downloaded,ABP,125.0,1198761.0,downloaded_signals\3002229_0027.csv,,19.2
mimic3wdb/1.0/30/3002229,3002229_0029,downloaded,ABP,125.0,5047770.0,downloaded_signals\3002229_0029.csv,,76.5
mimic3wdb/1.0/30/3002229,3002229_0031,downloaded,ABP,125.0,311944.0,downloaded_signals\3002229_0031.csv,,5.6
mimic3wdb/1.0/30/3002229,3002229_0033,downloaded,ABP,125.0,2458107.0,downloaded_signals\3002229_0033.csv,,30.8
mimic3wdb/1.0/30/3002229,3002229_0039,downloaded,ABP,125.0,5965043.0,downloaded_signals\3002229_0039.csv,,86.7
mimic3wdb/1.0/30/3002229,3002229_0045,downloaded,ABP,125.0,1956625.0,downloaded_signals\3002229_0045.csv,,32.4
mimic3wdb/1.0/30/3002229,3002229_0049,downloaded,ABP,125.0,1813750.0,downloaded_signals\3002229_0049.csv,,40.7
mimic3wdb/1.0/30/3002229,3002229_0053,downloaded,ABP,125.0,12465625.0,downloaded_signals\3002229_0053.csv,,169.8
mimic3wdb/1.0/30/3002229,3002229_0055,downloaded,ABP,125.0,6054072.0,downloaded_signals\3002229_0055.csv,,109.5
mimic3wdb/1.0/30/3002229,3002229_0060,downloaded,ABP,125.0,1706000.0,downloaded_signals\3002229_0060.csv,,28.5
mimic3wdb/1.0/30/3002324,3002324_0008,downloaded,ART,125.0,210625.0,downloaded_signals\3002324_0008.csv,,12.7
mimic3wdb/1.0/30/3002324,3002324_0013,downloaded,ABP,125.0,314250.0,downloaded_signals\3002324_0013.csv,,18.3
mimic3wdb/1.0/30/3002324,3002324_0015,downloaded,ABP,125.0,314375.0,downloaded_signals\3002324_0015.csv,,18.8
mimic3wdb/1.0/30/3002324,3002324_0017,downloaded,"ABP,ART",125.0,209250.0,downloaded_signals\3002324_0017.csv,,20.8
mimic3wdb/1.0/30/3002324,3002324_0020,downloaded,"ABP,ART",125.0,104250.0,downloaded_signals\3002324_0020.csv,,10.2
mimic3wdb/1.0/30/3002324,3002324_0023,downloaded,"ABP,ART",125.0,1243000.0,downloaded_signals\3002324_0023.csv,,77.4
mimic3wdb/1.0/30/3002324,3002324_0025,downloaded,"ABP,ART",125.0,1493250.0,downloaded_signals\3002324_0025.csv,,91.1
mimic3wdb/1.0/30/3002338,3002338_0020,downloaded,ABP,125.0,294974.0,downloaded_signals\3002338_0020.csv,,4.1
mimic3wdb/1.0/30/3002338,3002338_0023,downloaded,ABP,125.0,1665000.0,downloaded_signals\3002338_0023.csv,,25.3
mimic3wdb/1.0/30/3002398,3002398_0003,downloaded,ABP,125.0,107625.0,downloaded_signals\3002398_0003.csv,,1.9
mimic3wdb/1.0/30/3002398,3002398_0005,downloaded,ABP,125.0,7330500.0,downloaded_signals\3002398_0005.csv,,59.2
mimic3wdb/1.0/30/3002398,3002398_0006,downloaded,ABP,125.0,2473750.0,downloaded_signals\3002398_0006.csv,,20.4
mimic3wdb/1.0/30/3002489,3002489_0001,downloaded,ABP,125.0,1740000.0,downloaded_signals\3002489_0001.csv,,21.6
mimic3wdb/1.0/30/3002507,3002507_0001,downloaded,ABP,125.0,48000.0,downloaded_signals\3002507_0001.csv,,1.4
mimic3wdb/1.0/30/3002507,3002507_0003,downloaded,ABP,125.0,834500.0,downloaded_signals\3002507_0003.csv,,11.0
mimic3wdb/1.0/30/3002507,3002507_0005,downloaded,ABP,125.0,2250500.0,downloaded_signals\3002507_0005.csv,,27.0
mimic3wdb/1.0/30/3002507,3002507_0007,downloaded,ABP,125.0,1452125.0,downloaded_signals\3002507_0007.csv,,17.9
mimic3wdb/1.0/30/3002507,3002507_0009,downloaded,ABP,125.0,2768203.0,downloaded_signals\3002507_0009.csv,,53.3
mimic3wdb/1.0/30/3002511,3002511_0006,downloaded,ABP,125.0,475500.0,downloaded_signals\3002511_0006.csv,,21.3
mimic3wdb/1.0/30/3002511,3002511_0009,downloaded,ABP,125.0,234625.0,downloaded_signals\3002511_0009.csv,,12.3
mimic3wdb/1.0/30/3002511,3002511_0012,downloaded,ABP,125.0,201875.0,downloaded_signals\3002511_0012.csv,,11.0
mimic3wdb/1.0/30/3002511,3002511_0014,downloaded,ABP,125.0,505500.0,downloaded_signals\3002511_0014.csv,,26.8
mimic3wdb/1.0/30/3002511,3002511_0017,downloaded,ABP,125.0,313750.0,downloaded_signals\3002511_0017.csv,,16.4
mimic3wdb/1.0/30/3002511,3002511_0020,downloaded,ABP,125.0,951500.0,downloaded_signals\3002511_0020.csv,,49.1
mimic3wdb/1.0/30/3002511,3002511_0023,downloaded,ABP,125.0,176125.0,downloaded_signals\3002511_0023.csv,,9.6
mimic3wdb/1.0/30/3002511,3002511_0026,downloaded,ABP,125.0,139625.0,downloaded_signals\3002511_0026.csv,,7.0
mimic3wdb/1.0/30/3002511,3002511_0036,downloaded,ABP,125.0,218000.0,downloaded_signals\3002511_0036.csv,,10.1
mimic3wdb/1.0/30/3002511,3002511_0039,downloaded,ABP,125.0,682750.0,downloaded_signals\3002511_0039.csv,,30.0
mimic3wdb/1.0/30/3002511,3002511_0040,downloaded,ABP,125.0,2852875.0,downloaded_signals\3002511_0040.csv,,140.9
mimic3wdb/1.0/30/3002511,3002511_0043,downloaded,ABP,125.0,705125.0,downloaded_signals\3002511_0043.csv,,33.0
mimic3wdb/1.0/30/3002511,3002511_0044,downloaded,ABP,125.0,1733375.0,downloaded_signals\3002511_0044.csv,,86.3
mimic3wdb/1.0/30/3002511,3002511_0046,downloaded,ABP,125.0,3008125.0,downloaded_signals\3002511_0046.csv,,161.1
mimic3wdb/1.0/30/3002511,3002511_0047,downloaded,ABP,125.0,72250.0,downloaded_signals\3002511_0047.csv,,5.7
mimic3wdb/1.0/30/3002511,3002511_0050,downloaded,ABP,125.0,560750.0,downloaded_signals\3002511_0050.csv,,28.5
